Ensembl Gene ID	Gene Symbol
ENSG00000137834	SMAD6
ENSG00000260454	-
ENSG00000129221	AIPL1
ENSG00000251754	-
ENSG00000189152	GRAPL
ENSG00000110881	ASIC1
ENSG00000254277	-
ENSG00000205439	KRTAP12-3
ENSG00000164051	CCDC51
ENSG00000025039	RRAGD
ENSG00000253888	-
ENSG00000230061	-
ENSG00000271404	-
ENSG00000148343	MIGA2
ENSG00000261544	-
ENSG00000233252	-
ENSG00000232307	-
ENSG00000263647	-
ENSG00000221410	-
ENSG00000277264	-
ENSG00000164053	ATRIP
ENSG00000249655	-
ENSG00000164687	FABP5
ENSG00000271171	-
ENSG00000225811	-
ENSG00000234540	-
ENSG00000197956	S100A6
ENSG00000243554	-
ENSG00000281639	-
ENSG00000207601	-
ENSG00000248971	-
ENSG00000213403	-
ENSG00000250657	-
ENSG00000221400	-
ENSG00000277887	-
ENSG00000222601	-
ENSG00000206882	-
ENSG00000233359	-
ENSG00000186980	KRTAP23-1
ENSG00000159173	TNNI1
ENSG00000079435	LIPE
ENSG00000229230	-
ENSG00000146955	RAB19
ENSG00000002745	WNT16
ENSG00000151239	TWF1
ENSG00000236349	-
ENSG00000253250	C8orf88
ENSG00000275128	-
ENSG00000227251	-
ENSG00000259513	-
ENSG00000266288	-
ENSG00000167822	OR8J3
ENSG00000180628	PCGF5
ENSG00000270870	-
ENSG00000277120	-
ENSG00000206190	ATP10A
ENSG00000207494	-
ENSG00000229754	-
ENSG00000260252	-
ENSG00000264878	-
ENSG00000169906	S100G
ENSG00000214558	-
ENSG00000137648	TMPRSS4
ENSG00000228328	-
ENSG00000269640	-
ENSG00000222268	-
ENSG00000225869	-
ENSG00000233746	-
ENSG00000243694	-
ENSG00000259021	-
ENSG00000177947	ODF3
ENSG00000248830	-
ENSG00000271898	-
ENSG00000249641	-
ENSG00000250148	-
ENSG00000265936	-
ENSG00000227267	-
ENSG00000236615	-
ENSG00000148057	IDNK
ENSG00000274028	-
ENSG00000171812	COL8A2
ENSG00000258648	-
ENSG00000279793	-
ENSG00000254173	-
ENSG00000173482	PTPRM
ENSG00000235482	-
ENSG00000229512	-
ENSG00000102119	EMD
ENSG00000242614	-
ENSG00000238759	-
ENSG00000224818	-
ENSG00000199695	-
ENSG00000265213	-
ENSG00000182180	MRPS16
ENSG00000271179	-
ENSG00000226573	-
ENSG00000257542	-
ENSG00000164434	FABP7
ENSG00000259548	-
ENSG00000271346	-
ENSG00000139988	RDH12
ENSG00000199677	-
ENSG00000256537	SMIM10L1
ENSG00000235294	-
ENSG00000276868	-
ENSG00000188015	S100A3
ENSG00000184058	TBX1
ENSG00000187848	P2RX2
ENSG00000268951	-
ENSG00000218839	-
ENSG00000186625	KATNA1
ENSG00000166387	PPFIBP2
ENSG00000254724	-
ENSG00000280974	-
ENSG00000158769	F11R
ENSG00000236380	-
ENSG00000101890	GUCY2F
ENSG00000221468	-
ENSG00000211623	-
ENSG00000201240	-
ENSG00000264707	-
ENSG00000260739	-
ENSG00000213621	-
ENSG00000237338	FTCD-AS1
ENSG00000255569	-
ENSG00000182264	IZUMO1
ENSG00000230609	-
ENSG00000260865	-
ENSG00000179170	-
ENSG00000281346	-
ENSG00000119139	TJP2
ENSG00000118777	ABCG2
ENSG00000255037	-
ENSG00000252828	-
ENSG00000214653	-
ENSG00000113389	NPR3
ENSG00000237555	-
ENSG00000224822	-
ENSG00000218490	-
ENSG00000172399	MYOZ2
ENSG00000229661	-
ENSG00000162456	KNCN
ENSG00000139514	SLC7A1
ENSG00000126787	DLGAP5
ENSG00000112319	EYA4
ENSG00000132182	NUP210
ENSG00000156521	TYSND1
ENSG00000172081	MOB3A
ENSG00000254938	-
ENSG00000273303	-
ENSG00000274135	-
ENSG00000252812	-
ENSG00000222240	-
ENSG00000224879	-
ENSG00000169548	ZNF280A
ENSG00000271671	-
ENSG00000078579	FGF20
ENSG00000273118	-
ENSG00000070748	CHAT
ENSG00000249288	-
ENSG00000229162	-
ENSG00000235095	-
ENSG00000179219	-
ENSG00000177034	MTX3
ENSG00000158008	EXTL1
ENSG00000254902	-
ENSG00000255965	-
ENSG00000182170	MRGPRG
ENSG00000261651	-
ENSG00000149571	KIRREL3
ENSG00000146950	SHROOM2
ENSG00000274689	-
ENSG00000279154	-
ENSG00000223180	-
ENSG00000224082	-
ENSG00000264406	-
ENSG00000240449	-
ENSG00000185201	IFITM2
ENSG00000241003	-
ENSG00000205133	TRIQK
ENSG00000173157	ADAMTS20
ENSG00000128310	GALR3
ENSG00000252178	-
ENSG00000140368	PSTPIP1
ENSG00000213121	-
ENSG00000233691	-
ENSG00000226733	-
ENSG00000235795	-
ENSG00000259017	-
ENSG00000233096	-
ENSG00000096717	SIRT1
ENSG00000159712	-
ENSG00000240107	-
ENSG00000204754	-
ENSG00000240412	-
ENSG00000196371	FUT4
ENSG00000200779	-
ENSG00000264321	-
ENSG00000234853	-
ENSG00000260030	-
ENSG00000231147	-
ENSG00000180198	RCC1
ENSG00000201747	-
ENSG00000278783	-
ENSG00000238033	-
ENSG00000229056	-
ENSG00000234842	-
ENSG00000101695	RNF125
ENSG00000199420	-
ENSG00000189298	ZKSCAN3
ENSG00000241839	PLEKHO2
ENSG00000256258	-
ENSG00000159720	ATP6V0D1
ENSG00000105852	PON3
ENSG00000229020	-
ENSG00000271071	-
ENSG00000209042	-
ENSG00000259869	-
ENSG00000265374	-
ENSG00000188959	C9orf152
ENSG00000252693	-
ENSG00000122417	ODF2L
ENSG00000281125	-
ENSG00000202317	-
ENSG00000254433	-
ENSG00000249481	SPATS1
ENSG00000261665	-
ENSG00000215802	-
ENSG00000249990	-
ENSG00000132434	LANCL2
ENSG00000201026	-
ENSG00000281413	-
ENSG00000212454	-
ENSG00000224100	-
ENSG00000267634	-
ENSG00000206723	-
ENSG00000223740	-
ENSG00000125354	SEPTIN6
ENSG00000258416	-
ENSG00000267761	-
ENSG00000204437	-
ENSG00000262031	-
ENSG00000101577	LPIN2
ENSG00000154438	ASZ1
ENSG00000281635	-
ENSG00000276097	-
ENSG00000264880	-
ENSG00000251951	-
ENSG00000254423	-
ENSG00000064547	LPAR2
ENSG00000274014	-
ENSG00000237963	-
ENSG00000072135	PTPN18
ENSG00000215983	-
ENSG00000185203	-
ENSG00000279559	-
ENSG00000279396	-
ENSG00000254884	-
ENSG00000263967	-
ENSG00000172171	TEFM
ENSG00000136834	OR1J1
ENSG00000223903	-
ENSG00000232158	-
ENSG00000092850	TEKT2
ENSG00000207351	-
ENSG00000231801	-
ENSG00000177380	PPFIA3
ENSG00000139641	ESYT1
ENSG00000184055	-
ENSG00000240666	-
ENSG00000105967	TFEC
ENSG00000242076	-
ENSG00000152266	PTH
ENSG00000250893	-
ENSG00000237460	-
ENSG00000117461	PIK3R3
ENSG00000273014	-
ENSG00000272568	-
ENSG00000239951	-
ENSG00000152284	TCF7L1
ENSG00000259498	-
ENSG00000240654	C1QTNF9
ENSG00000121053	EPX
ENSG00000214787	MS4A4E
ENSG00000228193	-
ENSG00000270791	-
ENSG00000223882	-
ENSG00000189283	FHIT
ENSG00000255312	-
ENSG00000211510	-
ENSG00000234369	-
ENSG00000251667	-
ENSG00000200120	-
ENSG00000162692	VCAM1
ENSG00000271530	-
ENSG00000225883	-
ENSG00000260494	-
ENSG00000233222	-
ENSG00000267452	-
ENSG00000225992	-
ENSG00000231535	-
ENSG00000210709	-
ENSG00000244381	-
ENSG00000118873	RAB3GAP2
ENSG00000275053	-
ENSG00000202499	-
ENSG00000240021	TEX35
ENSG00000227423	-
ENSG00000133808	-
ENSG00000224597	-
ENSG00000204161	TMEM273
ENSG00000128683	GAD1
ENSG00000221211	-
ENSG00000145022	TCTA
ENSG00000149124	GLYAT
ENSG00000264726	-
ENSG00000267529	-
ENSG00000258695	-
ENSG00000227411	-
ENSG00000109861	CTSC
ENSG00000169347	GP2
ENSG00000269894	-
ENSG00000266235	-
ENSG00000277947	-
ENSG00000258859	-
ENSG00000233963	-
ENSG00000228963	-
ENSG00000087589	CASS4
ENSG00000255451	-
ENSG00000233832	-
ENSG00000243777	-
ENSG00000234676	-
ENSG00000242153	-
ENSG00000270359	-
ENSG00000105991	HOXA1
ENSG00000273372	-
ENSG00000085760	MTIF2
ENSG00000258681	-
ENSG00000277934	-
ENSG00000244294	-
ENSG00000178723	-
ENSG00000166454	ATMIN
ENSG00000241596	-
ENSG00000232504	-
ENSG00000227329	-
ENSG00000227518	-
ENSG00000273348	-
ENSG00000243514	-
ENSG00000167302	TEPSIN
ENSG00000133619	KRBA1
ENSG00000233764	-
ENSG00000278973	-
ENSG00000198732	SMOC1
ENSG00000262316	-
ENSG00000259278	-
ENSG00000140943	MBTPS1
ENSG00000132204	-
ENSG00000099977	DDTL; DDT
ENSG00000202430	-
ENSG00000273295	-
ENSG00000228414	-
ENSG00000272647	-
ENSG00000199798	-
ENSG00000234439	-
ENSG00000254480	-
ENSG00000277504	-
ENSG00000269560	-
ENSG00000224252	-
ENSG00000237741	-
ENSG00000081138	CDH7
ENSG00000236045	-
ENSG00000259343	-
ENSG00000226890	-
ENSG00000281473	-
ENSG00000255730	-
ENSG00000240761	-
ENSG00000070366	SMG6
ENSG00000179073	-
ENSG00000238008	-
ENSG00000274128	-
ENSG00000055130	CUL1
ENSG00000072756	TRNT1
ENSG00000273399	-
ENSG00000275219	-
ENSG00000223561	-
ENSG00000249563	-
ENSG00000177112	-
ENSG00000114902	SPCS1
ENSG00000114857	NKTR
ENSG00000253108	-
ENSG00000224904	-
ENSG00000233848	-
ENSG00000239500	-
ENSG00000206601	-
ENSG00000259734	-
ENSG00000218208	-
ENSG00000224351	-
ENSG00000068903	SIRT2
ENSG00000231660	-
ENSG00000278952	-
ENSG00000269524	-
ENSG00000136827	TOR1A
ENSG00000273179	-
ENSG00000238478	-
ENSG00000123243	ITIH5
ENSG00000151657	KIN
ENSG00000277458	-
ENSG00000275127	-
ENSG00000252917	-
ENSG00000273176	-
ENSG00000251753	-
ENSG00000278958	-
ENSG00000271586	-
ENSG00000111424	VDR
ENSG00000205884	DEFB136
ENSG00000272239	-
ENSG00000117114	ADGRL2
ENSG00000168481	LGI3
ENSG00000120327	PCDHB14
ENSG00000259242	-
ENSG00000277170	-
ENSG00000253944	-
ENSG00000223269	-
ENSG00000225826	-
ENSG00000168273	SMIM4
ENSG00000115806	GORASP2
ENSG00000134686	PHC2
ENSG00000224228	-
ENSG00000234977	-
ENSG00000196873	CBWD3; CBWD5
ENSG00000257668	-
ENSG00000267157	-
ENSG00000104856	RELB
ENSG00000161149	-
ENSG00000257954	-
ENSG00000223318	-
ENSG00000257851	-
ENSG00000235198	-
ENSG00000161800	RACGAP1
ENSG00000251597	-
ENSG00000248674	-
ENSG00000090971	NAT14
ENSG00000269376	-
ENSG00000265369	-
ENSG00000201113	-
ENSG00000244214	-
ENSG00000225673	-
ENSG00000205496	OR51A2
ENSG00000271635	-
ENSG00000196131	VN1R2
ENSG00000214067	-
ENSG00000197430	OPALIN
ENSG00000225483	-
ENSG00000230931	-
ENSG00000127533	F2RL3
ENSG00000213326	-
ENSG00000078898	BPIFB2
ENSG00000066739	ATG2B
ENSG00000211921	-
ENSG00000143195	ILDR2
ENSG00000261141	-
ENSG00000251587	-
ENSG00000258857	-
ENSG00000213221	DNLZ
ENSG00000280826	-
ENSG00000250505	-
ENSG00000123612	ACVR1C
ENSG00000280050	-
ENSG00000187944	C2orf66
ENSG00000249169	-
ENSG00000034971	MYOC
ENSG00000253663	-
ENSG00000274344	-
ENSG00000280711	-
ENSG00000230912	-
ENSG00000226590	-
ENSG00000278686	-
ENSG00000260331	-
ENSG00000205644	-
ENSG00000273356	-
ENSG00000125772	GPCPD1
ENSG00000240328	-
ENSG00000151655	ITIH2
ENSG00000231907	-
ENSG00000259086	-
ENSG00000278390	-
ENSG00000224366	-
ENSG00000231816	-
ENSG00000237383	-
ENSG00000235485	-
ENSG00000278011	-
ENSG00000228681	-
ENSG00000263004	-
ENSG00000259177	-
ENSG00000241449	-
ENSG00000226860	-
ENSG00000199424	-
ENSG00000271598	-
ENSG00000108878	CACNG1
ENSG00000259648	-
ENSG00000215231	-
ENSG00000124467	PSG8
ENSG00000213058	-
ENSG00000265054	-
ENSG00000233605	-
ENSG00000249381	-
ENSG00000226407	-
ENSG00000235579	-
ENSG00000181690	PLAG1
ENSG00000187398	LUZP2
ENSG00000228735	-
ENSG00000264503	-
ENSG00000215378	-
ENSG00000103187	COTL1
ENSG00000260777	-
ENSG00000232736	-
ENSG00000213235	-
ENSG00000274810	-
ENSG00000235781	-
ENSG00000250261	-
ENSG00000249175	-
ENSG00000249395	-
ENSG00000167157	PRRX2
ENSG00000254727	-
ENSG00000130224	LRCH2
ENSG00000249604	-
ENSG00000230572	-
ENSG00000145832	SLC25A48
ENSG00000125741	OPA3
ENSG00000168032	ENTPD3
ENSG00000259060	-
ENSG00000167470	MIDN
ENSG00000250723	-
ENSG00000201564	-
ENSG00000223330	-
ENSG00000280355	-
ENSG00000267145	-
ENSG00000157093	LYZL4
ENSG00000272597	-
ENSG00000249148	-
ENSG00000259056	-
ENSG00000112742	TTK
ENSG00000266144	-
ENSG00000188846	RPL14
ENSG00000258550	-
ENSG00000252496	-
ENSG00000124701	APOBEC2
ENSG00000235028	-
ENSG00000229334	-
ENSG00000230497	-
ENSG00000163956	LRPAP1
ENSG00000230495	-
ENSG00000233619	-
ENSG00000243016	-
ENSG00000176108	CHMP6
ENSG00000267159	-
ENSG00000273018	FAM106A
ENSG00000234061	-
ENSG00000279164	-
ENSG00000230157	-
ENSG00000005381	MPO
ENSG00000158079	PTPDC1
ENSG00000237167	-
ENSG00000204611	ZNF616
ENSG00000198315	ZKSCAN8
ENSG00000270763	-
ENSG00000256923	-
ENSG00000229930	-
ENSG00000270712	-
ENSG00000199226	-
ENSG00000207969	-
ENSG00000252146	-
ENSG00000211673	-
ENSG00000260804	-
ENSG00000260522	-
ENSG00000188467	SLC24A5
ENSG00000235594	-
ENSG00000067840	PDZD4
ENSG00000205267	-
ENSG00000114739	ACVR2B
ENSG00000225746	-
ENSG00000256164	-
ENSG00000227076	-
ENSG00000252424	-
ENSG00000222640	-
ENSG00000247872	-
ENSG00000213608	-
ENSG00000219559	-
ENSG00000267676	-
ENSG00000265258	-
ENSG00000230992	-
ENSG00000213126	-
ENSG00000273113	-
ENSG00000129473	BCL2L2
ENSG00000226954	-
ENSG00000163661	PTX3
ENSG00000186854	TRABD2A
ENSG00000078967	UBE2D4
ENSG00000091972	CD200
ENSG00000260473	-
ENSG00000264742	-
ENSG00000275401	-
ENSG00000268231	-
ENSG00000278282	-
ENSG00000171944	OR52A5
ENSG00000280818	-
ENSG00000230823	-
ENSG00000236662	-
ENSG00000221340	-
ENSG00000253870	-
ENSG00000211662	-
ENSG00000221008	-
ENSG00000279027	-
ENSG00000113312	TTC1
ENSG00000102996	MMP15
ENSG00000226619	-
ENSG00000264970	-
ENSG00000236723	-
ENSG00000112531	QKI
ENSG00000116852	KIF21B
ENSG00000249684	-
ENSG00000229709	-
ENSG00000114737	CISH
ENSG00000260981	-
ENSG00000259429	-
ENSG00000238123	-
ENSG00000240687	-
ENSG00000221455	-
ENSG00000163825	RTP3
ENSG00000222543	-
ENSG00000227857	-
ENSG00000127412	TRPV5
ENSG00000110344	UBE4A
ENSG00000227744	-
ENSG00000221576	-
ENSG00000280211	-
ENSG00000211937	-
ENSG00000253953	PCDHGB4
ENSG00000152104	PTPN14
ENSG00000125753	VASP
ENSG00000228252	-
ENSG00000196810	-
ENSG00000168070	MAJIN
ENSG00000237945	-
ENSG00000183943	PRKX
ENSG00000168000	BSCL2
ENSG00000271278	-
ENSG00000206127	GOLGA8O
ENSG00000224406	-
ENSG00000213394	-
ENSG00000240804	-
ENSG00000122136	OBP2A
ENSG00000248772	-
ENSG00000235678	-
ENSG00000235479	-
ENSG00000224711	-
ENSG00000183971	NPW
ENSG00000137090	DMRT1
ENSG00000201746	-
ENSG00000110497	AMBRA1
ENSG00000277162	-
ENSG00000153498	SPACA7
ENSG00000259523	-
ENSG00000248871	TNFSF12-TNFSF13
ENSG00000265084	-
ENSG00000163462	TRIM46
ENSG00000263300	-
ENSG00000174130	TLR6
ENSG00000248821	-
ENSG00000255184	-
ENSG00000201816	-
ENSG00000143294	PRCC
ENSG00000242387	-
ENSG00000235026	-
ENSG00000234336	-
ENSG00000252184	-
ENSG00000279570	-
ENSG00000237522	-
ENSG00000112685	EXOC2
ENSG00000242692	-
ENSG00000151224	MAT1A
ENSG00000206595	-
ENSG00000206891	-
ENSG00000276648	-
ENSG00000186925	KRTAP19-6
ENSG00000250532	-
ENSG00000275432	-
ENSG00000271901	-
ENSG00000277049	-
ENSG00000244650	-
ENSG00000081803	CADPS2
ENSG00000215457	-
ENSG00000152595	MEPE
ENSG00000007080	CCDC124
ENSG00000253930	-
ENSG00000276555	-
ENSG00000228622	-
ENSG00000172927	MYEOV
ENSG00000232982	-
ENSG00000259408	-
ENSG00000239408	-
ENSG00000237810	-
ENSG00000215447	-
ENSG00000264765	-
ENSG00000250013	-
ENSG00000212076	-
ENSG00000231460	-
ENSG00000240174	-
ENSG00000225279	-
ENSG00000212623	-
ENSG00000234148	-
ENSG00000259304	-
ENSG00000222205	-
ENSG00000225884	-
ENSG00000257511	-
ENSG00000253188	-
ENSG00000248962	-
ENSG00000255871	-
ENSG00000260059	-
ENSG00000170236	USP50
ENSG00000255535	-
ENSG00000230851	-
ENSG00000156675	RAB11FIP1
ENSG00000260364	-
ENSG00000252070	-
ENSG00000235907	-
ENSG00000223457	-
ENSG00000225265	-
ENSG00000186508	-
ENSG00000254472	-
ENSG00000176134	-
ENSG00000185774	KCNIP4
ENSG00000231052	-
ENSG00000252214	-
ENSG00000115457	IGFBP2
ENSG00000271624	-
ENSG00000144677	CTDSPL
ENSG00000182257	-
ENSG00000233905	-
ENSG00000225891	-
ENSG00000280260	-
ENSG00000048462	TNFRSF17
ENSG00000163875	MEAF6
ENSG00000230845	-
ENSG00000137094	DNAJB5
ENSG00000253506	NACA2
ENSG00000179818	-
ENSG00000128739	SNRPN
ENSG00000273811	-
ENSG00000130307	USHBP1
ENSG00000261249	-
ENSG00000158560	DYNC1I1
ENSG00000276185	-
ENSG00000201967	-
ENSG00000272386	-
ENSG00000265692	-
ENSG00000101000	PROCR
ENSG00000234772	-
ENSG00000263575	-
ENSG00000272507	-
ENSG00000254589	-
ENSG00000099849	RASSF7
ENSG00000165548	TMEM63C
ENSG00000249035	-
ENSG00000239697	TNFSF12
ENSG00000259217	-
ENSG00000147905	ZCCHC7
ENSG00000271661	-
ENSG00000255492	-
ENSG00000221766	-
ENSG00000136732	GYPC
ENSG00000261987	-
ENSG00000243859	-
ENSG00000280155	-
ENSG00000212086	-
ENSG00000236005	-
ENSG00000233037	-
ENSG00000231103	-
ENSG00000260460	-
ENSG00000202261	-
ENSG00000106105	GARS1
ENSG00000255733	-
ENSG00000278639	-
ENSG00000222852	-
ENSG00000215572	-
ENSG00000198863	RUNDC1
ENSG00000259453	-
ENSG00000267085	-
ENSG00000163349	HIPK1
ENSG00000252519	-
ENSG00000206838	-
ENSG00000239390	-
ENSG00000271163	-
ENSG00000281061	-
ENSG00000223869	-
ENSG00000201818	-
ENSG00000252624	-
ENSG00000090612	ZNF268
ENSG00000229914	-
ENSG00000264699	-
ENSG00000105085	MED26
ENSG00000240977	-
ENSG00000215012	RTL10
ENSG00000278662	GOLGA6L10; GOLGA6L19
ENSG00000232549	-
ENSG00000278626	-
ENSG00000233208	-
ENSG00000230453	ANKRD18B
ENSG00000271614	-
ENSG00000172007	RAB33B
ENSG00000262903	-
ENSG00000254624	-
ENSG00000273175	-
ENSG00000201027	-
ENSG00000180019	-
ENSG00000154222	CC2D1B
ENSG00000241494	-
ENSG00000264364	DYNLL2
ENSG00000252643	-
ENSG00000266962	-
ENSG00000252652	-
ENSG00000214244	-
ENSG00000274447	-
ENSG00000252757	-
ENSG00000271895	-
ENSG00000280141	-
ENSG00000235335	-
ENSG00000263640	-
ENSG00000154252	GAL3ST2
ENSG00000271028	-
ENSG00000276149	-
ENSG00000272341	-
ENSG00000234751	-
ENSG00000213959	-
ENSG00000272874	-
ENSG00000266853	-
ENSG00000103932	RPAP1
ENSG00000224718	-
ENSG00000207304	-
ENSG00000226745	-
ENSG00000091732	ZC3HC1
ENSG00000173113	TRMT112
ENSG00000170608	FOXA3
ENSG00000260902	-
ENSG00000260419	-
ENSG00000207041	-
ENSG00000267593	-
ENSG00000214064	-
ENSG00000230748	-
ENSG00000226751	-
ENSG00000176075	-
ENSG00000229598	-
ENSG00000212938	KRTAP6-3
ENSG00000267319	-
ENSG00000279702	-
ENSG00000268663	-
ENSG00000236434	-
ENSG00000226119	-
ENSG00000199459	-
ENSG00000227527	-
ENSG00000135899	SP110
ENSG00000264174	-
ENSG00000199905	-
ENSG00000140365	COMMD4
ENSG00000122756	CNTFR
ENSG00000270425	-
ENSG00000234645	-
ENSG00000261408	-
ENSG00000278464	-
ENSG00000137473	TTC29
ENSG00000176407	KCMF1
ENSG00000264196	-
ENSG00000272486	-
ENSG00000136271	DDX56
ENSG00000060762	MPC1
ENSG00000271052	-
ENSG00000138621	PPCDC
ENSG00000184083	FAM120C
ENSG00000241818	-
ENSG00000265164	-
ENSG00000206341	-
ENSG00000226867	-
ENSG00000211584	SLC48A1
ENSG00000140575	IQGAP1
ENSG00000239699	-
ENSG00000265193	-
ENSG00000223782	-
ENSG00000278921	-
ENSG00000269353	-
ENSG00000106333	PCOLCE
ENSG00000230237	-
ENSG00000212532	-
ENSG00000185962	LCE3A
ENSG00000267112	-
ENSG00000124253	PCK1
ENSG00000207511	-
ENSG00000214264	-
ENSG00000185271	KLHL33
ENSG00000264097	-
ENSG00000264344	-
ENSG00000099817	POLR2E
ENSG00000256274	-
ENSG00000266139	-
ENSG00000113552	GNPDA1
ENSG00000225644	-
ENSG00000223603	-
ENSG00000268564	-
ENSG00000102984	ZNF821
ENSG00000144711	IQSEC1
ENSG00000251869	-
ENSG00000090534	THPO
ENSG00000281476	-
ENSG00000173208	ABCD2
ENSG00000202538	-
ENSG00000277843	-
ENSG00000144713	RPL32
ENSG00000229791	-
ENSG00000256020	-
ENSG00000279347	-
ENSG00000278283	-
ENSG00000233467	-
ENSG00000242083	-
ENSG00000126218	F10
ENSG00000226004	-
ENSG00000233859	-
ENSG00000140299	BNIP2
ENSG00000267047	-
ENSG00000211542	-
ENSG00000252098	-
ENSG00000154102	C16orf74
ENSG00000255369	-
ENSG00000155530	LRGUK
ENSG00000179008	C14orf39
ENSG00000222800	-
ENSG00000259690	-
ENSG00000185156	MFSD6L
ENSG00000249518	-
ENSG00000235525	-
ENSG00000183742	MACC1
ENSG00000237605	-
ENSG00000253417	-
ENSG00000233477	-
ENSG00000225950	NTF4
ENSG00000166377	ATP9B
ENSG00000200275	-
ENSG00000226043	-
ENSG00000224687	-
ENSG00000025708	TYMP
ENSG00000197651	CCER1
ENSG00000225342	-
ENSG00000075945	KIFAP3
ENSG00000249522	-
ENSG00000260258	-
ENSG00000110025	SNX15
ENSG00000259211	-
ENSG00000200261	-
ENSG00000224504	-
ENSG00000177414	UBE2U
ENSG00000233321	-
ENSG00000205044	-
ENSG00000257564	-
ENSG00000164975	SNAPC3
ENSG00000259239	-
ENSG00000238380	-
ENSG00000239137	-
ENSG00000280381	-
ENSG00000173269	MMRN2
ENSG00000267550	-
ENSG00000224697	-
ENSG00000232159	-
ENSG00000150995	ITPR1
ENSG00000139644	TMBIM6
ENSG00000281802	-
ENSG00000223619	-
ENSG00000124588	NQO2
ENSG00000169814	BTD
ENSG00000236339	-
ENSG00000251284	-
ENSG00000140464	PML
ENSG00000254986	DPP3
ENSG00000257254	-
ENSG00000005471	ABCB4
ENSG00000138483	CCDC54
ENSG00000126814	TRMT5
ENSG00000254866	-
ENSG00000226953	-
ENSG00000133136	-
ENSG00000280002	-
ENSG00000255110	-
ENSG00000265684	-
ENSG00000178719	GRINA
ENSG00000111875	ASF1A
ENSG00000253320	-
ENSG00000261795	-
ENSG00000201628	-
ENSG00000103021	CCDC113
ENSG00000264767	-
ENSG00000228843	-
ENSG00000199756	-
ENSG00000211974	-
ENSG00000152208	GRID2
ENSG00000277040	-
ENSG00000264910	-
ENSG00000174807	CD248
ENSG00000200475	-
ENSG00000001084	GCLC
ENSG00000274300	-
ENSG00000169129	AFAP1L2
ENSG00000229870	-
ENSG00000264400	-
ENSG00000267571	-
ENSG00000274694	-
ENSG00000226084	-
ENSG00000168913	ENHO
ENSG00000235387	SPAAR
ENSG00000241913	-
ENSG00000012983	MAP4K5
ENSG00000273313	-
ENSG00000185037	-
ENSG00000275520	FAM236A
ENSG00000158815	FGF17
ENSG00000162627	SNX7
ENSG00000152076	CCDC74B
ENSG00000234016	-
ENSG00000231064	-
ENSG00000135124	P2RX4
ENSG00000242586	-
ENSG00000238247	-
ENSG00000234107	-
ENSG00000180921	FAM83H
ENSG00000225122	-
ENSG00000251914	-
ENSG00000243903	-
ENSG00000188185	-
ENSG00000272149	-
ENSG00000200354	-
ENSG00000083312	TNPO1
ENSG00000232324	-
ENSG00000213699	SLC35F6
ENSG00000266431	-
ENSG00000176971	FIBIN
ENSG00000264927	-
ENSG00000076864	RAP1GAP
ENSG00000197976	AKAP17A
ENSG00000279855	-
ENSG00000211680	-
ENSG00000174851	YIF1A
ENSG00000249212	-
ENSG00000254649	-
ENSG00000257454	-
ENSG00000271828	-
ENSG00000278894	-
ENSG00000277588	-
ENSG00000232303	-
ENSG00000154764	WNT7A
ENSG00000259962	-
ENSG00000120925	RNF170
ENSG00000225422	-
ENSG00000278989	-
ENSG00000267063	-
ENSG00000267091	-
ENSG00000233143	-
ENSG00000269776	-
ENSG00000163818	LZTFL1
ENSG00000228300	FAM174C
ENSG00000181090	EHMT1
ENSG00000234284	ZNF879
ENSG00000202169	-
ENSG00000235133	-
ENSG00000213864	-
ENSG00000202034	-
ENSG00000106012	IQCE
ENSG00000164796	CSMD3
ENSG00000230342	-
ENSG00000049167	ERCC8
ENSG00000258505	-
ENSG00000264814	-
ENSG00000165140	FBP1
ENSG00000259849	-
ENSG00000258096	-
ENSG00000251619	-
ENSG00000254199	-
ENSG00000173088	-
ENSG00000267080	-
ENSG00000215795	-
ENSG00000229971	-
ENSG00000248677	-
ENSG00000250596	-
ENSG00000281366	-
ENSG00000204118	-
ENSG00000211984	-
ENSG00000036549	ZZZ3
ENSG00000280322	-
ENSG00000221571	-
ENSG00000239881	-
ENSG00000223883	-
ENSG00000157873	TNFRSF14
ENSG00000143443	C1orf56
ENSG00000260552	-
ENSG00000259025	-
ENSG00000280263	-
ENSG00000158477	CD1A
ENSG00000277576	-
ENSG00000174004	NRROS
ENSG00000259954	-
ENSG00000249896	-
ENSG00000279447	-
ENSG00000225458	-
ENSG00000242229	-
ENSG00000058668	ATP2B4
ENSG00000243104	-
ENSG00000273812	-
ENSG00000231979	-
ENSG00000239263	-
ENSG00000264039	-
ENSG00000200701	-
ENSG00000251142	-
ENSG00000065457	ADAT1
ENSG00000252479	-
ENSG00000100916	BRMS1L
ENSG00000274916	-
ENSG00000115839	RAB3GAP1
ENSG00000263572	-
ENSG00000275458	-
ENSG00000237622	-
ENSG00000279457	-
ENSG00000151882	CCL28
ENSG00000177938	CAPZA3
ENSG00000269281	-
ENSG00000260628	-
ENSG00000254028	-
ENSG00000236510	-
ENSG00000162069	BICDL2
ENSG00000248750	-
ENSG00000235674	-
ENSG00000253978	-
ENSG00000212182	-
ENSG00000218198	-
ENSG00000188234	AGAP4
ENSG00000231390	-
ENSG00000253825	-
ENSG00000268955	-
ENSG00000251308	-
ENSG00000272644	-
ENSG00000204856	FAM216A
